id,title,status,stated_by,source,claim,has_non_manual_test,verified_by,note,opinion,decision
R-310,The board's assignable operator pool follows the selected plant,covered,maintainer,"the maintainer, 3 Sept (in session)","A system admin who picks a plant on the board sees only that plant's operators in the left panel, not every operator in the company — the same result a site admin already gets from RLS on their read. The narrowing is on the OFFERED pool and on the CLIENT: `board_window` still returns the whole org on purpose (S18 / D113 — the read stays wide so a cross-plant assignment can still be DRAWN and an out-of-area person stays in the list, annotated, for placement with a reason), and `index.operatorById` keeps every operator so a chip always resolves its name. The cut is MEMBERSHIP in the scoped nodes: `board_window`'s `nodes` are exactly the selected root's subtree, so `index.nodeById.has(op.site_node_id)` is precisely ""belongs to this plant"". ⚠️ A first attempt resolved owner PATHS through `nodeById` and failed OPEN on an owner it could not find — but a different plant's owner is never in the scoped map, so every out-of-plant operator was kept (the bug it was meant to fix); membership is the correct, verified test. A server-side scope of `board_window` was also tried and backed out: it regresses exactly what S18 forbids (a cross-plant chip falling to ""unknown operator"").",yes,"vitest | src/test/scope.test.ts | cases XO1 (owner in a scoped node kept, another plant dropped), XO2 (an owner NOT in the scoped set is dropped, not fail-open — the exact bug the path version shipped), XO3 (a narrower scope keeps fewer), XO4 (order preserved)","Also verified in the running app (session 32 screenshots): as the company admin with Plant B selected the OPERATORS panel lists only Operator B1-B6. This is proven in the app AND in vitest deliberately — the earlier path-based helper passed its unit tests and still shipped the bug, because the scoped-map subtlety only shows against real data.","Solid, and XO2 explicitly names ""the exact bug the path version shipped"" — a good regression guard.",
R-311,"One chevron, drawn from a single icon module and audited",covered,maintainer,"the maintainer, 3 Sept (in session)","Every collapse/expand and directional control draws ONE chevron from `src/components/icons.tsx` (`Chevron`, a currentColor SVG sized in em), not a per-surface raw glyph — the maintainer noticed the chevron looked different on the board and the admin pages because four affordances each drew their own (`«`/`»` panel toggles, `▸`/`▾` tree carets, `◀`/`▶` day-nav). All were migrated. The standard is enforced: `iconStandard.test.ts` fails the build if a directional control glyph (« » ▸ ▾ ◀ ▶ ◄ ►) appears in any component outside the icon module. It is deliberately narrow — the breadcrumb separator › and the matrix status glyphs (▲ ↻ ✓ × ·) are a separate intentional set and are left alone. ⚠️ THE GLYPH WAS NOT ENOUGH. Unifying only the chevron left the two toggles still looking different, because their BUTTON chrome was two separate stylesheets (the admin rail borderless 0.875rem; the board panel a bordered 20px box on --ui-scale). `src/components/PanelToggle.tsx` (+ its module) now owns the button itself — chrome, the shared Chevron, and the collapsed→direction rule — and both left panels render it, each stylesheet keeping only its positioning. Verified matching in the running app (session 32).",yes,"vitest | src/test/iconStandard.test.ts | cases synthetic raw glyphs are flagged, the breadcrumb separator and status glyphs are not, comments are not read, the icon module is allowed its glyphs, and the real src tree draws every chevron through the module",Also verified in the running app (session 32): the admin rail toggle and the board OPERATORS toggle render as the same bordered chevron button once PanelToggle owns the chrome.,"Solid, reuses the good synthetic-glyph-audit pattern.",
R-312,The training matrix header groups by plant when the plants are roots,covered,maintainer,"the maintainer, 3 Sept (in session)","The training-matrix column header groups each training under its full plant→area→line ancestry, with every plant appearing once, its columns contiguous, and PLANTS ORDERED ALPHABETICALLY (the maintainer's call). In this schema a plant IS a root (`parentId` null) and there is no company node above the plants, so a matrix that spans plants has NO common ancestor. `buildColumns` therefore must NOT trim to a single common root: `lowestCommonAncestor` returns """" when nothing is shared (a sentinel in no chain, so no column's path is cut and each keeps its plant). The column sort orders ROOT nodes by name (plants read A, B, C, D, not by a root sortOrder nobody arranges), while areas/lines/cells keep their deliberate sortOrder — which is the admin's drag order and also avoids a raw name sort putting ""Line 10"" before ""Line 2"" — with a name tiebreak so a level never falls through to the training name. A single-plant (scoped) view still has a real common ancestor and trims to it. The reported break: with four plants the header split one plant across two places (the old `?? ownerIds[0]` fallback picked an arbitrary owner as the root) and floated an Area 2 column with no plant above it.",yes,"vitest | src/test/matrix.test.ts | cases plants are ROOTS with no company node — plants read alphabetically even against a higher root sortOrder, columns contiguous by plant, the plant band spans its columns, and an Area 2 training sits under its plant (plus the existing single-plant and two-plant-under-a-company-root cases, unchanged)",,Solid.,
R-313,"One shared pop-up shell, enforced, and the target unit no longer defaults to ""units""",covered,maintainer,"the maintainer, 3 Sept (in session, ""create a standard for pop ups so this does not happen ever again"")","Every pop-up in the app renders through ONE shell, `src/components/Popover.tsx` (portal, role=""dialog"", aria-modal, focus trap, Escape, outside-pointerdown close, `resolvePopoverPlacement`, self-measurement), and a build audit forbids any other. Before this there was no standard: three parallel floating-panel implementations — the board's `BoardPopover`, a line-for-line clone `AdminPopover`, and a hand-rolled `RecordPopover`/place-chooser that lacked a focus trap and Escape. `BoardPopover` and `AdminPopover` are now thin aliases of the shared shell (their duplicated CSS deleted; AdminPopover.module.css left REM_SURFACES in both scaleAudit copies), and the matrix record popover and the Operators place-chooser compose it. `popoverStandard.test.ts` fails the build if `role=""dialog""` appears outside the shared module — the shared-primitive-plus-audit pattern, as for icons and the date seam. The recurring ""units"" bug is fixed at its cause: the Target quantity+unit field was hand-duplicated in the create and edit popovers and both coerced `targetUnit || ""units""`, so a unit was written with no target. The field and its normaliser now live once in `TargetField.tsx` (`normalizeTarget`): no quantity means no unit (never the literal ""units""), a unit is kept only beside a quantity (trimmed, 8-capped, blank -> null), and ""units"" is only a placeholder. Pop-up dates honor R-309: `formatFull` takes the org date-format token, threaded from BoardPage into the create/edit/run popovers.",yes,"vitest | src/test/popoverStandard.test.ts | cases a synthetic role=""dialog"" outside the shared module is flagged, a component composing <Popover> is not, comments are not read, the shared module is allowed, and the real src tree has no role=""dialog"" outside src/components/Popover.tsx ;; vitest | src/test/targetField.test.ts | cases no quantity -> null unit (never ""units""); a unit is kept only with a quantity; a set quantity with a blank unit is null; quantity clamps to >=1 and the unit trims/caps to 8",,Solid.,
R-314,The unit-needs-a-quantity rule holds for old data and is enforced by the database,covered,maintainer,"the maintainer, 3 Sept (in session, ""a rule is a rule, be it new or old"")","R-313's client fix stopped NEW assignments getting a stray target_unit, but a code change only decides the next write — rows the old code already stored still carried a unit with no target_qty. The maintainer: ""a rule is a rule, be it new or old."" Migration 0039 makes it hold for every row and every future write: a BACKFILL nulls target_unit wherever target_qty is null, and a CHECK constraint (`target_unit IS NULL OR target_qty IS NOT NULL`) then refuses a unit without a quantity from ANY code path — old client, new client, an RPC, a hand-run UPDATE — so the invariant is a fact of the schema (the twin of target_qty's own `check(>0)`), not a convention the UI remembers. Data-transforming, so it carries an upgrade check over a pre-0039 database.",yes,"sql | supabase/tests/upgrade_0039_unit_needs_qty.sql | cases U39-0 (pre-0039 - no constraint, a dirty unit-without-qty row present), U39-1 (backfill nulled it), U39-2 (the CHECK refuses a new unit with no quantity), U39-3 (a unit WITH a quantity still saves)","Validated on a scratch DB built to 0038 (all four cases PASS) and applied to the dev DB — one dirty row backfilled to zero, a bad write refused. The canonical verify-db.sh db_checks recount (now +4) is owed on CI, as with the other data migrations; the baseline db_checks stays 522 until then.","Solid, and covers the important ""old data backfill"" case explicitly — a common blind spot elsewhere in this file.",
R-315,"A standard cycle time may be set per schedulable node per product, in seconds",covered,maintainer,"the maintainer, 3 Sept (in session, ""at each point in the lowest hierarchy where we actually do the assignment I want to assign a standard cycle time for each product which can be made in that hierarchy"") the maintainer, 3 Sept (in session, ""this should not be mandatory... give the user ability to enter cycle time in seconds/minutes/hours but as a standard store it in the database in seconds so it is consistent"")","Migration 0040 adds node_product_cycle_times (node_id, product_id, seconds_per_unit numeric check(>0)), the standard seconds of work per one unit at one place. WHERE it may live is enforced by app_guard_cycle_time_scope, not remembered by the UI: the node's OWN level must be the schedulable one (asked off the node, never ""the org's schedulable level"" — since 0014 that index is per template, so an org with two structures has two right answers), and the product must be offered there by app_product_offered_at_in_org, the same predicate the run and assignment guards ask, so a cycle time can never exist where the part could not be scheduled. It is OPTIONAL everywhere and no write consults it. ALWAYS SECONDS: the admin grid offers seconds/minutes/hours and converts before writing, and displayCycle only offers a larger unit when the conversion is EXACT, so re-saving an untouched row cannot round 100 s into 1.7 min and back into 102 s. Reading is RLS-scoped downward (app_can_read_node); writing needs an admin grant on an ancestor-or-self (app_is_admin_for) with the company-admin escape. Both FKs cascade — delete_node deletes the two other per-node tables BY NAME and cannot know about this one, so without the cascade deleting any cell ever measured would fail with a foreign-key error.",yes,"sql | supabase/tests/64_cycle_times_test.sql | cases C0 fixture, C1 saves and reads back at a cell, C2 refused one level up (not_schedulable), C3 refused for a part no plant offers here (not_offered_here), C4 zero and negative refused by CHECK (23514), C5 a plant admin writes their own cells and another plant's is 42501, C6 reading is scoped per plant, C7 an RLS-filtered UPDATE changes zero rows and raises nothing, C8 board_window emits cycle_times scoped to the caller, C9 a cross-tenant row is the composite FK's refusal (23503), C10 delete_node still works on a measured cell and deleting a product removes its cycle times ;; vitest | src/test/cycleTimes.test.ts | cases G5 blank/zero/negative/nonsense refused in every unit, G7 entry converts to seconds, G8 display picks the largest EXACT unit and never a lossy one, G8b a round trip through display and entry never changes the value ;; vitest | src/test/apiCycleTimeShape.test.ts | cases the read's column list and its parser are held against each other, so the two halves cannot drift and blank the grid silently","Applied to the dev DB and round-tripped there as the real company-admin persona through RLS, including the client's exact upsert path (create then replace). The canonical verify-db.sh db_checks recount (+11) is owed on CI, as with the other new test files; the baseline db_checks stays 522 until then.","Solid and thorough (ten sql cases), and case C7's ""RLS-filtered UPDATE changes zero rows silently"" is exactly the pattern the codebase has documented as a repeat mistake.",
R-316,An assignment with no typed target shows what its cell's cycle time implies,covered,maintainer,"the maintainer, 3 Sept (in session, ""how much product can be made based on (how much time a person is assigned - breaks) / standard cycle time. This will become the default target for that assignment. This however can be overwritten by the already present mechanism"") the maintainer, 3 Sept (in session, ""when no cycle time are defined, the target for the assignment is null"")","An assignment carrying no explicit target_qty displays a DERIVED default: the minutes it covers, less the breaks of the shift pattern its cell resolves to, scaled by its efficiency, over the cell's seconds per unit. Whole units once one is achievable, one decimal below that — a 12 h cycle in an 8 h shift reads 0.7 rather than flooring to 0, because reporting nothing would read as impossible rather than as progress. NOTHING IS STORED: the value is recomputed on render, so a drag, a resize, a break edit or a re-pointed shift pattern is already right, and target_qty keeps its exact meaning as the human's override (R-031, R-313). No cycle time yields null, never zero, and the chip reads ""target: NA"" exactly as before. The derived value carries NO unit — units belong only beside a typed quantity, and inventing one would put back the bug R-313/R-314 exist to prevent. The two block shapes and both popovers share one reading and one computation, so a chip and the form that edits it cannot disagree.",yes,"vitest | src/test/standardTarget.test.ts | cases T1-T5 net minutes are the assigned time less the breaks inside it, T6-T10 optional cycle time and per-day break tiling (T9/T9b a block before the window and a late overnight break — the cases breakInstances cannot answer because it clips to the window), T11 overlapping breaks merge instead of double-subtracting, T12 the lookup, T13-T16 a part slower than the shift shows 0.7 not 0 and a tiny fraction never rounds to nothing, T17 the shared reading (typed target wins with its unit, a derived one is marked ""(standard)"" and never borrows a unit, neither still reads NA) ;; vitest | src/test/boardIndex.test.ts | cases B-CT1 a direct assignment is measured by its own product at its own cell, B-CT2 a run-attached chip takes the run's product, B-CT3 an explicit target does not disturb the derived one, B-CT4 no cycle time means no derived target, B-CT5 another cell's cycle time is never borrowed ;; vitest | src/test/shapes.test.ts | cases cycle_times parses to camelCase, a non-numeric seconds_per_unit is rejected, a payload missing the key entirely is rejected (loud beats silently empty), an empty list is accepted ;; vitest | src/test/targetFieldHint.test.tsx | cases the hint calls the number a TARGET from the cycle time and never ""Standard for this cell"" (F-077), it says leaving the box blank is what uses it, the number is the placeholder and never a filled-in value, with no cycle time there is no hint and no placeholder number","Qualifies R-031 (""unset renders NA"" becomes ""unset renders the standard, else NA"") and narrows R-042: breaks are now subtracted from the DERIVED default. They still do not block assignments and are still not subtracted from capacity, so R-042 holds everywhere else.","Solid, comprehensive edge-case coverage.",
R-317,"The level above shows the sum of the cells below, and it never derives a target",covered,maintainer,"the maintainer, 3 Sept (in session, ""my thinking is for the same product the standard time at a hierarchy 1 level above is the summation of standard cycle time in the level below"")","A line or plant row in the cycle-times grid shows the SUM of the measured cells at or below it for that part, computed on read and rendered as standard time per unit. That is the right reading as LABOUR CONTENT: two cells at 60 s and 90 s put 150 s of work into each unit. It is NOT the line's output rate — sequential stations ship a unit every 90 s and parallel ones every 36 s, neither of which is 150 — so the sum is display only and is never fed to the derived target, which always reads the cell's own number (R-316). Cells with no number contribute nothing rather than a zero (unmeasured work is unknown, not free) and the row reports how many contributed. Ancestry is the label-wise isAtOrBelow, so Line 10's cells never roll up into Line 1's total.",yes,"vitest | src/test/cycleTimes.test.ts | cases G2 a line shows the sum of its cells, G3 an unmeasured cell contributes nothing and the row says how many did, G4/G4b a part attached to one line is editable there only and a line is never typed into, G6 Line 10 is not inside Line 1 (a prefix test would merge them), G9 a summed row formats in the same friendly units, G10 the plant filter and the measured count ;; vitest | src/test/cycleTimesPanel.test.tsx | cases the row half of the same clause, which had no test at all (DEF-0004): a place that does not make the part shows a dash named 'not made here', a line that makes it with nothing timed says '0 of 2 measured' in words rather than the same dash, the three states are three different accessible names, a partial sum is named as a count rather than as a fraction, a fully measured line shows the total alone, and the not-added row carries its counts in its name too","⚠️ QUALIFIED BY R-319, and the maintainer's objection was sharper than the caveat written here. This row said a sum is right as LABOUR CONTENT even though it is not an output rate. That is true only where a unit passes through every child. For two parallel lines a unit goes down one or the other, so the sum is not labour content either — it describes nothing. A node now chooses, and the default only adds up where the children are the schedulable level. Everything else in this row still holds: where a row does add up, the number is labour content per unit, it is computed on read, and it never derives a target.","Solid, and explicitly fixes a named defect (DEF-0004).",
R-319,A node chooses whether it adds up its children's cycle times,covered,maintainer,"the maintainer, 3 Sept (in session, ""if two lines are working the same products but are parallel jobs, then adding them to the higher hierarchy does not make sense and is wrong... Some lines could be in continution of one another and some could be parallel to one another"") the maintainer, 3 Sept (in session, ""I want to be able to choose to add or not to add"")","R-317's roll-up added every measured place below a row, on the reading that a sum is the LABOUR CONTENT of one unit. That reading holds only where a unit passes through EVERY child. Two cells in a line are sequential stations, so a unit really does cost 60 s + 90 s; two lines under an area are ALTERNATIVE ROUTES, and no unit ever costs both, so adding them produced a number describing nothing — not a rate and not labour content either. Migration 0041 adds `nodes.sums_children boolean`, NULLABLE: true adds the places below up, false does not, and NULL means nobody has said. An unset node RESOLVES on read (`resolveSumsChildren`) rather than the column guessing: true only for a node whose own children are the schedulable level — a line over its cells, the one place summing is reliably right — and false for anything higher. Asked of a node's actual children, not of level positions, so an unevenly shaped tree answers by fact. A row that adds up totals every measured place BELOW it rather than composing its children's values, so one level declining cannot blank a row two levels up. A row that does not says ""not added"" with the counts behind it, never a bare dash. Display only: no target, capacity or write reads it (R-316 takes the cell's own cycle time), so a wrong setting misleads a reader and corrupts nothing. NOT a routing model — it cannot express one line feeding another while a third runs independently; that needs real routing data and stays the Phase 3 queue item. Editing it is a plain `nodes` UPDATE under the existing `nodes_update` policy, the same authority that renames a node.",yes,"sql | supabase/tests/64_cycle_times_test.sql | cases C11 a plant admin sets sums_children on their own line and it reads back, C12 the other plant's admin changes zero rows and raises nothing (the silent no-op, so nodes_update really does cover the new column), C13 the column starts unset so ""nobody has said"" stays distinguishable from ""chosen false"" ;; vitest | src/test/cycleTimes.test.ts | cases G2 a line adds its cells and the plant above does not, G11a the resolved defaults per level, G11b the default is asked of a node's own children not its depth, G11c turning it on makes an area add its lines, G11d turning it off stops a line adding its cells, G11e a stored false is a choice and never collapses into unset, G11f a row with nothing measurable below stays ""na"", G11g resolveSumsChildren falsifiable on its own, G11h a row that adds up totals every place below rather than composing its children","Driven in the browser as the company admin: lines defaulted to adding up and showed 30 min / 45 min / 15 min from their cells, the areas above them read ""not added"", and ticking Plant A turned it into 1.5 h over all six cells. The default was mine to choose — the maintainer left it — and it is stated plainly because it is a guess about plant shape, not a fact: cells within a line are almost always sequential, lines within an area almost never are. Every node is one click from the other answer.","Solid, and case C12 (""other plant's admin changes zero rows silently"") is another instance of the documented RLS-zero-rows pattern, well tested here.",
R-320,"The settings tab is one row per setting, not a screenful per setting",covered,maintainer,"the maintainer, 3 Sept (in session, ""the date format should be a dropdown option, any objections? I think we're going to fill up the settings tab with more options and this could get crowded"")","Settings shipped with the eight date formats as eight radio rows -- most of a pane spent on one preference, so the second setting to land would have been pushed below the first one's options. A setting is now ONE ROW: its name and hint on the left, one control on the right, and the next setting is another row rather than another screenful. The date format picks with a `<select>`, which is the right control for a closed enum of eight; a toggle or a number would sit in the same slot. THE SAMPLES CAME WITH IT -- the radio list showed a live sample of today's date beside every format, which is how a person picks one (by what they will actually see, not by a token's name), so each option reads ""Day/Month/Year -- 03/09/2026"" and the closed control therefore shows the sample for the current choice. The picker is the SHARED field (`Field.module.css`, R-318), not another copy of the skin, so this stylesheet came off that audit's legacy list in the same commit -- the list may only shrink, and this is the first entry to leave it. A site admin still SEES the setting, disabled with the reason in words, and the client refuses the write itself rather than leaning on `disabled` alone; the RPC (`set_org_date_format`, 0037) refuses them regardless.",yes,"vitest | src/test/settingsPanel.test.tsx | cases the eight formats are one dropdown and no radio rows survive, every option carries that format's rendering of TODAY (computed through the real seam, so the suite cannot rot when the month turns), the control shows the org's stored format, choosing one saves that token, the picker disables while the write is in flight, a refused write is shown rather than left looking saved, a site admin gets the picker disabled with the reason and a change event reaching it writes nothing ;; vitest | src/test/fieldStandard.test.ts | cases SettingsPanel.module.css is off the legacy list and the audit now holds it to the shared field",,"Solid, and computing TODAY through the real seam so the suite ""cannot rot when the month turns"" is a thoughtful test-design detail.",
R-318,"One shared editable box, enforced — a field looks and behaves the same everywhere",covered,maintainer,"the maintainer, 3 Sept (in session, on the cycle-times grid, ""does this save button and font seem like it is different than what we're using for the rest of the app... instead of showing dashes, what if show editable boxes... if I open a box to enter a value and don't want to enter it anymore, there is no way to close the box... we should make the editable boxes a standard for the app"")","The cycle-times grid shipped with browser-default controls because the app's field look was never in one place: the same block (1px --axis border, 0.375rem radius, --page background, 0.8125rem) was hand-copied into eleven admin stylesheets, so a twelfth screen had nothing to import and silently got the user agent's own. This is R-313's shape one layer down — there it was the pop-up SHELL, here it is the field inside it. The fix is the same: ONE shared module. `src/components/Field.module.css` is now the single definition of the box, the select and the button, and `src/components/InlineEdit.tsx` is the single edit-in-place behaviour — a resting box that LOOKS editable rather than a dash (so an empty cell reads as somewhere to type, not as missing data), and an open editor that can always be left without saving, by a visible Cancel as well as Escape. Every editable cell keeps the same box geometry as its neighbours, so a row of them does not appear indented against the read-only cells beside it. An audit stops a thirteenth hand-rolled field: the stylesheets that predate the standard are listed as legacy, and a file not on that list which declares its own field border is a build failure.",yes,"vitest | src/test/fieldStandard.test.ts | cases a synthetic stylesheet hand-rolling a field border outside the shared module is flagged, the legacy list is exactly the stylesheets that predate the standard, a file added to the admin tree without using the shared module fails, the shared module defines the box exactly once ;; vitest | src/test/inlineEdit.test.tsx | cases an empty cell renders a box and not a dash, a filled one shows its value, the box opens with the NUMBER only where the resting text carries a unit, Cancel is visible and closes without saving, Escape does the same, Save and Enter commit the typed value, an emptied box saves the empty string (clearing is a real act), a disabled cell offers no editor, onOpen fires so an adornment can be seeded, an error shows in both states","⚠️ THE AUDIT FOUND THE PROBLEM IS BIGGER THAN THE REPORT. The maintainer named one screen and the eleven admin stylesheets were the obvious suspects; running the matcher over the whole tree turned up fourteen more, in the board, the shell and the auth screens. THIRTY files hand-declare the same control skin. All thirty are named in the audit's legacy list, which may only ever shrink — so the debt is written down and bounded instead of growing quietly. The standard is established and the new screen adopts it; migrating the other thirty is queued, not done. Driven in a real browser as the company admin (dev sign-in): sixty editable cells, Save and Cancel both visible, 90 seconds saved and read back as ""1.5 min"", the roll-up rows showing the partial count, and the measured line moving from 0 to 1 of 22. Two things that only the screenshot could show were fixed there: the open editor was stretching its column so the whole grid reflowed on a click, and the summed rows were three times the height of the rows they total.","Solid, audit-style test plus a thorough interaction suite.",
R-324,No run carries a status either — and the overlap rule stops making an exception for one,covered,maintainer,"the maintainer, 4 Sept (in session, after the assignments half landed and the run half was explained and queued, ""Let's go ahead and remove it from runs as well"")","`runs.status` is gone. It was write-once 'planned' — nothing in the product has ever advanced a run to active, done or cancelled, which migration 0029 recorded as fact and worked around by using the clock — and runs have always been hard-deleted, so 'cancelled' was a state no run could reach. ⚠️ THE REASON THIS WAS SPLIT OFF FROM R-323 IS `runs_no_overlap_on_node`, the rule that stops two runs sharing a cell and a window. It is not a function that can be edited: it is a constraint on the table, and its definition carries `where (status <> 'cancelled')`. Removing the column means DROPPING that constraint and adding it back without the exception — the protection is off in between, and a replacement written even slightly wrong is silently weaker rather than loudly broken. So the new constraint is asserted from the outside afterwards: an overlapping run must be REFUSED, on the same cell, including the case that used to be the exception. ⚠️ AND THE EXCEPTION IS NOW A REAL REFUSAL. `10_constraints_test.sql` case 7c asserted that ""an overlapping run with status=cancelled is accepted"". That was true and is now impossible to express; the case is inverted rather than deleted, because the change of contract is the point. Any cancelled run is deleted before the constraint is rebuilt, with its assignments first — not housekeeping but a precondition, since an unconditional exclusion constraint cannot be created at all over rows that violate it, and a cancelled run overlapping a live one is exactly the shape the old exception permitted.",yes,"sql | supabase/tests/67_no_run_status_test.sql | cases X1 the column is gone and the constraint is no longer partial; X2 an overlapping run on the same cell is REFUSED; X3 the case that used to be ALLOWED (the cancelled-run exemption) is refused now, which is the whole change; X4 the same window on another cell is still accepted and X5 an adjacent window on the same cell is still accepted, because a rule that refused everything would pass X2 and X3 and be worse than the one it replaced; X6 create_run and move_run work with no status to write, and neither payload carries the key ;; sql | supabase/tests/10_constraints_test.sql | cases case 7c, INVERTED: it asserted that an overlapping run with status=cancelled is accepted, which was true until 0044 and is now impossible to even express ;; vitest | src/test/boardIndex.test.ts | cases every run in the window reaches a map — the positive form of the deleted case 17, since 'nothing is filtered' cannot be seen by removing an assertion",,"Solid, and the inverted case (X3, an old-allowed behavior now refused) is exactly the discipline of reading old green cases before trusting a fix.",
R-323,Deleting an assignment deletes it — assignments carry no status at all,covered,maintainer,"the maintainer, 4 Sept (in session, ""why do we need this in runs or assignments? We removed the option to assign status, what am I missing here?"" and, on being offered gone versus kept-and-hidden, ""I want it gone"")","Deleting an assignment removes the row. There is no `status` column on `assignments` and no soft delete: the same act that already removes a run's assignments when the run is deleted is now what the Delete button on a single assignment does. The audit log keeps the record — a trigger has written actor, action and the whole before/after row for `assignments` since migration 0007, and it is live (52 inserts, 5 updates, 12 deletes in the maintainer's own database), so ""who removed this and when"" was never what the status column answered. ⚠️ WHY THIS IS A DELETION AND NOT A RENAME. R-322 removed the picker that set planned / active / done and narrowed the write type to the literal ""cancelled"", which left one bit — live or gone — spelled as a word in a text column. Two things then made the column indefensible rather than merely redundant. The same table already deleted BOTH ways: `delete_run` hard-deletes a run's assignments while the assignment's own Delete marked them cancelled, so one concept had two behaviours depending on which button you pressed. And migration 0029 had already written down that the status vocabulary cannot be trusted — ""nothing in the product ever advances it: every run this system has created is still 'planned', including the ones that finished last week"" — and deliberately used the clock instead. The column was being routed around rather than used. ⚠️ THE DANGEROUS PART IS THE PREDICATES, NOT THE COLUMN. Four functions filtered on it and must be redefined from their LAST definitions before it can be dropped: `operator_peak_load` and `capacity_probe` (an operator's load must not count a cancelled row), `check_operator_capacity` (which returned early for a cancelled row), and `move_run` (a run's crew). With no cancellable row left, each clause is trivially true and goes; what must be proved is that the two guards still refuse what they refused before — a double-booked operator and an overlapping run — because those are the two rules that stop a person or a cell being committed twice. ⚠️ `runs.status` IS OUT OF SCOPE HERE AND STAYS, deliberately. Runs are already hard-deleted, so their status is write-once 'planned' and its only reader is an exclusion constraint clause that can never fire. Removing it means dropping and recreating that constraint, which is the one piece of this that touches a correctness invariant nobody asked about; it is queued, not smuggled in.",yes,"sql | supabase/tests/66_no_assignment_status_test.sql | cases X1 the column and the trigger clause that named it are both gone; X2 the capacity guard still REFUSES a second full booking of the same operator in the same window; X3 the overlap rule still refuses a second run on the same cell; X4 a delete removes the row AND the audit log records it with its actor; X5 an RLS-filtered delete outside a supervisor's grant removes zero rows and raises nothing, which is why the client checks ROW_COUNT; X6 deleting a run still takes its assignments, the behaviour this one now matches ;; vitest | src/test/dragGesture.test.ts | cases R-322/R-323: saving an assignment sends no status, and Delete calls deleteAssignment rather than writing a field edit ;; vitest | src/test/boardIndex.test.ts | cases a cancelled RUN is still excluded from every map; and every assignment in the window now reaches a map — asserted positively, because 'nothing is filtered' cannot be seen by deleting an assertion",,"Solid, and X5's RLS-zero-rows case again matches the documented pattern explicitly.",
R-322,An assignment has no progress label — only the soft delete that actually does something,covered,maintainer,"the maintainer, 4 Sept (in session, ""No one is going to use the status option to change it to active in practice, it is added work with no returns, the supervisor will be like I'll just delete the assignment or modify it if there is a change. It doesn't serve a purpose plus there is nothing making it mandatory for a supervisor to do"")","The assignment pop-up offers no status control. It used to offer planned / active / done, and this file's own header had already flagged it as ""a brief-only addition — neither `openChipPop` nor `openDirectPop` has a status control in the mockup"". Nothing read the value: no rule fired on it, no screen displayed it, and nothing obliged a supervisor to set it. A field that is optional, invisible and consequence-free does not stay accurate — it sits at ""planned"" on work that finished last week — and a label nobody maintains is worse than no label, because a reader takes it for fact. ⚠️ `cancelled` IS UNTOUCHED AND IS NOT A LABEL. It is the soft delete: it frees the cell's slot past `runs_no_overlap_on_node`, returns the operator's hours to the capacity guard, and drops the row from every board map (`boardIndex.ts` rule 17) while keeping it in history for the deleted-product path. It is written by Delete, was never offered in the picker, and reaches the database through the same `AssignmentFieldEdit.status` field — which is now typed as the literal `""cancelled""` rather than `string`, so a progress label cannot be typed back in without failing to compile. The COLUMN stays as it is, with its default and its four permitted values, because history holds rows that carry them and the runs table uses the same vocabulary. What is removed is the control, the save path that carried it, and the open string type that invited it back. A future ""the job actually started"" is a shop-floor feedback problem — a scan, a line signal — not a dropdown a supervisor is trusted to remember, and it would be designed then.",yes,"vitest | src/test/dragGesture.test.ts | cases R-322: saving an assignment sends no status at all, and Delete still writes cancelled — the half tsc cannot see, since the type stops a status being TYPED but says nothing about whether the save path still SENDS one",,"Adequate but thin: a single vitest case for a fairly broad claim (""no progress label at all"") — the claim's own reasoning for why one case suffices is credible, but this is the thinnest evidence in the whole recent cluster.",
